location,title,rooms,m2,build_material,year,page,kinder_garden,metro_station,price_eur
Gorublane,"Dvustaen za investizia s naemateli
Gorublane, Sofia",2,59,Tuhla,2012.0,8,1,0,134000
Lulin 6,"3- Staen, kv. Lulin 6
Lulin 6, Sofia",3,97,Tuhla,2023.0,8,1,0,139511
Lulin 6,"2-STAEN, kv. Lulin 6
Lulin 6, Sofia",2,67,Tuhla,2023.0,8,1,0,96268
Studentski Grad,"3-staen obzaveden apartament v Studentski grad
Studentski Grad, Sofia",3,110,Tuhla,2017.0,8,1,0,225000
Malinova Dolina,"3-staen, novo stroitelstvo v kv. Malinova dolina!
Malinova Dolina, Sofia",3,107,Tuhla,2022.0,8,1,0,156000
Manastirski Livadi,"Tristaen apartament v Manastirski livadi
Manastirski Livadi, Sofia",3,105,Tuhla,2020.0,9,0,1,275000
Manastirski Livadi,"Dvustaen apartament v Manastirski livadi
Manastirski Livadi, Sofia",2,64,Tuhla,2024.0,9,0,1,102000
Nadejda 4,"Dvustaen apartament v Nadejda 4
Nadejda 4, Sofia",2,69,Tuhla,2022.0,9,0,1,90000
Vr_bniza 1,"Ednostaen apartament
Vr_bniza 1, Sofia",0,44,Panel,1980.0,9,1,1,77000
Mladost 4,"Garsionera j.k. ”Mladost 4”
Mladost 4, Sofia",0,48,Panel,1985.0,9,1,1,90000
Levski G,"Nov dvustaen apartament Levski G, bul. Vladimir Vazov
Levski G, Sofia",2,64,Tuhla,2019.0,9,1,1,149000
Levski G,"Dizajnerski tristaen apartament, j.k. Levski-G
Levski G, Sofia",3,90,Tuhla,2021.0,9,1,1,225000
Mladost 3,"Prodava 1-STAEN, Mladost 3
Mladost 3, Sofia",0,44,Panel,1985.0,9,1,1,84000
Botunez,"Dvustaen apartament v kv. Botunez-2
Botunez, Sofia",2,66,Panel,1990.0,9,1,1,61540
Zent_r,"Ednostaen apartament, Zent_r
Zent_r, Sofia",0,45,Tuhla,2007.0,9,1,1,127000
Banisora,"Ednostaen za prodajba v j.k Banisora
Banisora, Sofia",0,38,Tuhla,2023.0,9,1,1,45000
Mladost 4,"Tristaen apartament v j.k. Mladost 4
Mladost 4, Sofia",3,146,Tuhla,2007.0,9,1,1,358000
Vitosa,"Prostoren Dvustaen apartament v kv. Vitosa
Vitosa, Sofia",2,90,Tuhla,2010.0,9,1,1,135000
Lulin 5,"Tristaen apartament v kv. Lulin 5
Lulin 5, Sofia",3,88,Panel,1980.0,9,1,1,111990
Zent_r,"Dvustaen apartament v Zent_ra
Zent_r, Sofia",2,86,Tuhla,2023.0,9,1,1,161784
Zent_r,"Tristaen apartament v Zent_r
Zent_r, Sofia",3,97,Tuhla,2023.0,9,1,1,205574
Zent_r,"Tristaen apartament v Zent_r
Zent_r, Sofia",3,123,Tuhla,2023.0,9,1,1,287490
Zent_r,"Tristaen apartament v Zent_r
Zent_r, Sofia",3,90,Tuhla,2023.0,9,1,1,208245
Lozenez,"Tristaen apartament v kv. Lozenez
Lozenez, Sofia",3,133,Tuhla,2010.0,9,1,1,328000
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",3,97,Tuhla,2025.0,9,1,1,155000
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",3,124,Tuhla,2025.0,10,0,0,185000
Malinova Dolina,"Dvustaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",2,63,Tuhla,2025.0,10,0,0,107000
Malinova Dolina,"Dvustaen apartament v Malinova dolina
Malinova Dolina, Sofia",2,64,Tuhla,2025.0,10,0,0,107000
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",3,108,Tuhla,2025.0,10,0,0,165000
Zent_r,"Dvustaen apartament v Zent_ra
Zent_r, Sofia",2,74,Tuhla,1960.0,10,0,0,154900
Manastirski Livadi,"Dvustajno jilise v kv. Manastirski livadi - iztok
Manastirski Livadi, Sofia",2,92,Tuhla,2023.0,10,0,0,165000
Goze Delcev,"Goze Delcev, 2staen, mol B-a, Ujen park, obzaveden
Goze Delcev, Sofia",2,50,Panel,1980.0,10,0,0,89000
Strelbise,"Prodava 3-staen, kv. Strelbise
Strelbise, Sofia",3,106,Tuhla,2007.0,10,0,0,315000
Mladost 1,"Dvustaen apartament v j.k. Mladost 1
Mladost 1, Sofia",2,64,Panel,1975.0,10,0,0,140000
B_kston,"Tristaen apartament 79 kv.m Panel 1970 g. 4 etaj Neposleden
B_kston, Sofia",3,79,Panel,1970.0,10,0,0,158000
Ovca Kupel,"Prodava nov 2-staen v j.k. Ovca kupel
Ovca Kupel, Sofia",2,70,Tuhla,2024.0,10,0,0,115892
Ovca Kupel,"Prodava nov 3-staen v j.k. Ovca kupel
Ovca Kupel, Sofia",3,121,Tuhla,2024.0,10,0,0,193985
Banisora,"Prodava DVUSTAEN v kv. Banisora
Banisora, Sofia",2,68,EPK/PK,1980.0,10,0,0,133900
Karpuziza,"Dvustaen apartament ZA PRODAJBA gr. Sofia, kv. Karpuziza
Karpuziza, Sofia",2,65,Tuhla,2023.0,10,0,0,87750
Simeonovo,"Dvustaen apartament na etap proekt ZA PRODAJBA, kv. Simeonovo, gr. Sofia
Simeonovo, Sofia",2,76,Tuhla,2024.0,10,0,0,114000
Ovca Kupel,"Prodava nov 2-staen v j.k. Ovca kupel
Ovca Kupel, Sofia",2,82,Tuhla,2024.0,10,0,0,135991
Vr_bniza 1,"Ednostaen apartament 40 kv.m Tuhla 2021 g. 1 etaj Parter
Vr_bniza 1, Sofia",0,40,Tuhla,2021.0,10,0,0,50000
Slatina,"Tristaen apartament v kv. Slatina
Slatina, Sofia",3,98,Panel,1987.0,10,0,0,180000
Zent_r,"Tristaen apartament, Zent_r
Zent_r, Sofia",3,66,Tuhla,1975.0,10,1,1,147000
Malinova Dolina,"Prodava Tristaen malomeren apartament v novostroasa se sgrada v kv. Malinova dolina do Studentski gr..
Malinova Dolina, Sofia",3,92,Tuhla,2023.0,10,1,1,150000
Gorna Bana,"Dvustaen apartament v kv. Gorna bana
Gorna Bana, Sofia",2,65,Tuhla,2023.0,10,1,1,109633
Dianabad,"Dvustaen apartament kv. Dianabad
Dianabad, Sofia",2,61,EPK/PK,1985.0,10,1,1,179000
Drujba 1,"Dvustaen apartament, Drujba 1
Drujba 1, Sofia",2,70,Panel,1973.0,10,1,1,124000
Zent_r,"Dvustaen apartament za prodajba v Zent_ra
Zent_r, Sofia",2,48,Tuhla,1950.0,10,1,1,160000
v.z.Malinova dolina,"Ednostaen apartament do NSA s Akt 16
 v.z.Malinova dolina, Sofia",0,40,Tuhla,2022.0,10,1,1,88999
Sofia,"Prodava nov 3-staen v j.k. Ovca kupel
Sofia",3,112,Tuhla,2024.0,10,1,1,163349
Lozenez,"Dvustaen aprtament za prodajba - Lozenez
Lozenez, Sofia",2,72,Tuhla,1975.0,10,1,1,250000
Ovca Kupel 1,"Dvustaen apartament za prodajba - Ovca kupel 1
Ovca Kupel 1, Sofia",2,61,Panel,1995.0,11,0,0,110000
Zapaden Park,"Dvustaen za prodajba - Zapaden park
Zapaden Park, Sofia",2,41,Tuhla,1972.0,11,0,0,75000
D_rveniza,"Prodavam apartament D_rveniza
D_rveniza, Sofia",2,48,Panel,1988.0,11,0,1,86444
Banisora,"Dvustaen apartament, Banisora
Banisora, Sofia",2,70,Tuhla,2020.0,11,1,1,127000
Lozenez,"Tristaen apartament Levski G
Lozenez, Sofia",3,100,Panel,1990.0,11,1,1,140000
Obela,"Prodava 2-staen, Obela
Obela, Sofia",2,65,Panel,1987.0,11,1,1,99990
Drujba 2,"Arteks!! Avigea!! PARKOMASTO V ZENATA!! Dvustaen apartament v Drujba 2 NA METRI ot Metrostanzia
Drujba 2, Sofia",2,79,Tuhla,2022.0,11,1,1,167990
Ovca Kupel,"Prodava nov 3-staen v j.k. Ovca kupel
Ovca Kupel, Sofia",3,112,Tuhla,2024.0,11,1,1,145975
Studentski Grad,"Top Lokazia Ednostaen Apartament v Studentski Grad s AKT 16
Studentski Grad, Sofia",0,42,Tuhla,2018.0,11,1,1,67500
Lulin 7,"Boksoniera na 100 kracki ot metroto - Okoncatelna zena!
Lulin 7, Sofia",0,29,EPK/PK,1985.0,11,1,1,56500
Nadejda 3,"Prodavam EDNOSTAEN apartament
Nadejda 3, Sofia",0,36,Tuhla,2023.0,11,1,1,50500
Mladost 2,"Dvustaen apartament 66 kv.m Tuhla 2009 g. 1 etaj Parter
Mladost 2, Sofia",2,66,Tuhla,2009.0,11,1,1,130000
Lulin 7,"Dvustaen apartament 57 kv.m EPK/PK 1995 g. 3 etaj Neposleden
Lulin 7, Sofia",2,57,EPK/PK,1995.0,11,1,1,97000
Zent_r,"Dvustaen apartament 66 kv.m Tuhla 1952 g. 6 etaj Neposleden
Zent_r, Sofia",2,66,Tuhla,1952.0,11,1,1,146260
Mladost 1,"Dvustaen apartament 68 kv.m EPK/PK 1981 g. 4 etaj Neposleden
Mladost 1, Sofia",2,68,EPK/PK,1981.0,11,1,1,147000
Iztok,"Dvustaen apartament 67 kv.m Tuhla 1979 g. 5 etaj Neposleden
Iztok, Sofia",2,67,Tuhla,1979.0,11,1,1,158000
Tolstoj,"Dvustaen apartament 59 kv.m Tuhla 1980 g. 2 etaj Posleden etaj
Tolstoj, Sofia",2,59,Tuhla,1980.0,11,1,1,870000
Dianabad,"Tristaen apartament 98 kv.m EPK/PK 1997 g. 5 etaj Neposleden
Dianabad, Sofia",3,98,EPK/PK,1997.0,11,1,1,176000
Poduane,"Tristaen apartament 97 kv.m EPK/PK 1990 g. 4 etaj Neposleden
Poduane, Sofia",3,97,EPK/PK,1990.0,11,1,1,177000
Vr_bniza 1,"Tristaen apartament 90 kv.m Tuhla 2009 g. 5 etaj Neposleden
Vr_bniza 1, Sofia",3,90,Tuhla,2009.0,11,1,1,153000
Tolstoj,"Prodava panelen dvustaen v Tolstoj, do metroto
Tolstoj, Sofia",2,65,Panel,1986.0,11,1,1,114000
Vr_bniza 1,"Ednostaen apartament kv. Vr_bniza 1
Vr_bniza 1, Sofia",0,40,Tuhla,2012.0,11,1,1,50000
Oborise,"Dvustaen apartament v kv. ”Oborise”
Oborise, Sofia",2,79,Tuhla,2010.0,11,1,1,215000
Belite Brezi,"Dvustaen apartament, kv. Beli brezi
Belite Brezi, Sofia",2,68,Tuhla,1968.0,11,1,1,149500
Ovca Kupel,"S kluc! Tristaen apartament Ovca kupel
Ovca Kupel, Sofia",3,90,Panel,1993.0,11,1,1,150000
Studentski Grad,"Cetiristaen apartament na dve niva v kv. Studenski Grad
Studentski Grad, Sofia",4,110,Tuhla,2008.0,11,1,1,119000
Vitosa,"Tristaen apartament Vitosa
Vitosa, Sofia",3,102,Tuhla,2019.0,11,1,1,204000
Mladost 2,"Tristaen apartament v j.k. ”Mladost 2”
Mladost 2, Sofia",3,64,Panel,1980.0,11,1,1,146000
Oborise,"Moderen dvustaen apartament v kv. Oborise
Oborise, Sofia",2,79,Tuhla,2010.0,11,1,1,215000
Zaharna Fabrika,"3-staen, kv. Zaharna fabrika
 Zaharna Fabrika, Sofia",3,71,Tuhla,1970.0,12,0,0,104990
Razsadnika,"Dvustaen apartament 65 kv.m Tuhla 1984 g. 4 etaj Neposleden
Razsadnika, Sofia",2,65,Tuhla,1984.0,12,0,0,117000
Dianabad,"Dvustaen apartament 61 kv.m EPK/PK 1982 g. 12 etaj
Dianabad, Sofia",2,61,EPK/PK,1982.0,12,0,0,179000
Suhata reka,"Tristaen apartament
Suhata reka, Sofia",3,83,Panel,1983.0,12,0,0,124900
Boana,"Tristaen apartament 82 kv.m Tuhla 1995 g. 2 etaj Neposleden
Boana, Sofia",3,82,Tuhla,1995.0,12,0,0,155000
Drujba 2,"Obzaveden tristaen apartament do magazin Lid_l
Drujba 2, Sofia",3,93,Panel,1988.0,12,0,0,186000
Gevgelijski,"Tristaen apartament 97 kv.m EPK/PK 1986 g. 3 etaj Neposleden
Gevgelijski, Sofia",3,97,EPK/PK,1986.0,12,0,0,147000
Belite Brezi,"Tristaen apartament 94 kv.m Tuhla 2017 g. 4 etaj Neposleden
Belite Brezi, Sofia",3,94,Tuhla,2017.0,12,0,0,187000
Krasno Selo,"Dvustaen apartament 63 kv.m Tuhla 1982 g. 6 etaj Neposleden
Krasno Selo, Sofia",2,63,Tuhla,1982.0,12,0,0,115000
Nadejda 3,"Nov obzaveden apartament do metrostanzia “Beli Dunav”, na neveroatno niska zena do 25.10.2023g.
 Nadejda 3, Sofia",2,55,Tuhla,2018.0,12,0,0,88000
Drujba 2,"DO KLUC! Dvustaen apartament v Drujba 2
Drujba 2, Sofia",2,77,Tuhla,2022.0,12,0,1,165000
Drujba 2,"Prostoren i sl_ncev tristaen apartament v jk. Drujba 2
Drujba 2, Sofia",3,102,EPK/PK,1990.0,12,0,1,169000
Lulin 2,"Dvustaen v Lulin 2
Lulin 2, Sofia",2,60,Panel,1980.0,12,0,1,110000
Zent_r,"Zamena/Prodava/Dava pod naem Nov 2-Staen Apartament Sofia Zent_r
 Zent_r, Sofia",2,120,Tuhla,2022.0,12,0,1,360000
Obela 2,"Obela 2 Malomeren Dvustaen
Obela 2, Sofia",2,46,Panel,1987.0,12,0,1,69990
Obela 2,"Obela 2, klasiceski tristaen
Obela 2, Sofia",3,82,Panel,1987.0,12,0,1,114990
Malinova Dolina,"AKT 16! Dvustaen apartament v Malinova dolina
Malinova Dolina, Sofia",2,64,Tuhla,2023.0,12,0,1,120000
Vr_bniza 1,"Prodavam ednostaen v_v Vr_bniza 1
Vr_bniza 1, Sofia",0,45,Panel,1985.0,12,0,1,73000
Vitosa,"Dvustaen, novo stroitelstvo, Vitosa
Vitosa, Sofia",2,67,Tuhla,2024.0,12,0,1,115000
Lozenez,"Luksozen, cetiristaen apartament v Lozenez za zeniteli- 145kv.m., 580000E
Lozenez, Sofia",4,145,Tuhla,1971.0,12,0,1,580000
Suhata reka,"Tristaen apartament 105 kv.m Tuhla 1978 g. 3 etaj
Suhata reka, Sofia",3,105,Tuhla,1978.0,12,0,1,160000
Lulin 3,"Tristaen apartament 80 kv.m EPK/PK 1986 g. 10 etaj Neposleden
Lulin 3, Sofia",3,80,EPK/PK,1986.0,12,0,1,125000
Ovca Kupel,"Dvustaen apartament 67 kv.m Tuhla 2008 g. 1 etaj Parter
Ovca Kupel, Sofia",2,67,Tuhla,2008.0,12,0,1,79998
Lozenez,"Ul. ”Vasil Kirkov”, Obzaveden 3-etaen s garaj, Prodavam.
 Lozenez, Sofia",3,120,Tuhla,2003.0,12,0,1,235000
Vr_bniza 2,"Bez komisiona!! Dvustaen apartament Vr_bniza 2
Vr_bniza 2, Sofia",2,70,Tuhla,2024.0,12,0,1,67971
Lulin 5,"BEZ KOMISIONA! Dvustaen apartament Lulin 5
Lulin 5, Sofia",2,56,Tuhla,2023.0,12,0,1,62436
Malinova Dolina,"S AKT 14! Bez komisiona! Dvustaen apartament Malinova dolina
Malinova Dolina, Sofia",2,66,Tuhla,2023.0,12,0,1,106000
Ovca Kupel 1,"Nov dvustaen apartament v kv. Ovca kupel 1
 Ovca Kupel 1, Sofia",2,70,Tuhla,2000.0,12,0,1,94900
Studentski Grad,"Cetiristaen Apartament v Studentski Grad
Studentski Grad, Sofia",4,156,Tuhla,2023.0,12,0,1,312000
Dianabad,"Cetiristaen Apartament v Dianabad
Dianabad, Sofia",4,156,Tuhla,2023.0,13,0,0,312000
Mladost 1,"Prodava 3-staen, kv. Mladost 1
Mladost 1, Sofia",3,80,Panel,1980.0,13,0,1,225000
Malinova Dolina,"Tristaen apartament s dve parkomesta na zakrito v zatvoren kompleks
 Malinova Dolina, Sofia",3,194.07,Tuhla,2023.0,13,0,1,300000
Lulin 9,"Prodava 3-staen, kv. Lulin 9
Lulin 9, Sofia",3,72,Panel,1987.0,13,0,1,118900
Malinova Dolina,"Dvustaen v Malinova Dolina Zav_rsen do Kluc! AKT 16!
Malinova Dolina, Sofia",2,57,Tuhla,2022.0,13,0,1,128500
Vitosa,"Obzaveden Dvustaen Apartament! Zatvoren Kompleks!
Vitosa, Sofia",2,79,Tuhla,2015.0,13,0,1,132000
Ovca Kupel,"Prodava 2-STAEN grad Sofia, j.k. Ovca kupel, - 107 500 EUR
Ovca Kupel, Sofia",2,79,Tuhla,2024.0,13,0,1,107500
Sofia,"Prodava 2-STAEN grad Sofia, j.k. Manastirski livadi, - 119 953 EUR
Sofia",2,69,Tuhla,2024.0,13,0,1,119953
Kr_stova Vada,"Prodava nov 2-en v j.k. Kr_stova vada
Kr_stova Vada, Sofia",2,74,Tuhla,2023.0,13,0,1,137000
Vr_bniza 1,"Ednostaen apartament 40 kv.m Tuhla 2021 g. 1 etaj
Vr_bniza 1, Sofia",0,40,Tuhla,2021.0,13,0,1,50000
Belite Brezi,"Prodava 2-en v j.k. Beli Brezi
Belite Brezi, Sofia",2,68,Tuhla,2013.0,13,0,1,149500
Mladost 1,"Dvustaen apartament s otdelna kuhna v Mladost 1 do Hotel Metropolit_n i The Mall TOP LOKAZIA!!
Mladost 1, Sofia",2,56,Panel,1976.0,13,0,1,112000
Oborise,"Ul. ”Madarski konnik”. Nov tristaen parteren apartament.
 Oborise, Sofia",3,125,Tuhla,2018.0,13,0,1,189000
Mladost 3,"Dvustaen apartament 65 kv.m EPK/PK 1980 g. 1 etaj
Mladost 3, Sofia",2,65,EPK/PK,1980.0,13,0,1,125000
Karpuziza,"Prodava Atelie
Karpuziza, Sofia",0,53,Tuhla,2010.0,13,0,1,93000
Ovca Kupel 2,"Prodavam ednostaen preustroen na dvustaen apartament Ovca kupel 2
Ovca Kupel 2, Sofia",2,48,Panel,1990.0,13,0,1,76000
Sveta Troiza,"Dvustaen apartament v kv. Sveta Trojza
Sveta Troiza, Sofia",2,74,EPK/PK,1985.0,13,0,1,104000
Kr_stova Vada,"Prostoren dvustaen apartament pred Akt 16 do Paradajs
Kr_stova Vada, Sofia",2,75,Tuhla,2023.0,13,0,1,135000
Kr_stova Vada,"Dvustaen apartament do Paradajs pred akt 16
Kr_stova Vada, Sofia",2,75,Tuhla,2023.0,13,0,1,135000
Poligona,"Obzaveden tristaen apartament sled osnoven remont
Poligona, Sofia",3,71,Tuhla,1970.0,13,0,1,149999
Sveta Troiza,"Prodavam tristaen apartament Sveta troiza
Sveta Troiza, Sofia",3,80,Panel,1985.0,13,0,1,148000
Nadejda 3,"prodavam dvustaen apartament Nadejda 3
Nadejda 3, Sofia",2,60,Panel,1976.0,13,0,1,95200
Studentski Grad,"Dvustaen apartament Studentski grad
Studentski Grad, Sofia",2,61,Tuhla,2019.0,13,0,1,122000
Malinova Dolina,"Bez komisiona! Dvustaen apartament Malinova dolina
Malinova Dolina, Sofia",2,60,Tuhla,2023.0,13,0,1,91800
Lulin 10,"Ednostaen apartament Lulin 10
Lulin 10, Sofia",0,21,Tuhla,2008.0,13,0,1,45000
s. Kladniza,"Bez komisiona! Ednostaen apartament s. Kladniza
s. Kladniza, Sofia",0,43,Tuhla,2024.0,13,0,1,87000
Boana,"Tristaen apartament s garaj Boana
Boana, Sofia",3,160,Tuhla,2010.0,13,0,1,159000
Svoboda,"Tristaen apartament Svoboda
Svoboda, Sofia",3,87,Tuhla,2007.0,14,0,0,195600
Manastirski Livadi,"AKT 16! Tristaen apartament Manastirski livadi
Manastirski Livadi, Sofia",3,90,Tuhla,2023.0,14,0,0,146000
Malinova Dolina,"Bez komisiona! Dvustaen apartament Malinova dolina
Malinova Dolina, Sofia",2,131,Tuhla,2024.0,14,0,0,94818
s. Kladniza,"Bez komisiona! Dvustaen apartament s. Kladniza
s. Kladniza, Sofia",2,56,Tuhla,2024.0,14,0,0,112740
Ovca Kupel 1,"Garsoniera s prekrasna gledka k_m Vitosa v kv. Ovca Kupel 1
Ovca Kupel 1, Sofia",2,45,Panel,1986.0,14,0,0,78000
Zent_r,"Tristaen mezonet v zent_ra na Sofia
Zent_r, Sofia",3,113,Tuhla,2007.0,14,0,0,225000
Vitosa,"Tristaen apartament 150 kv.m Tuhla 2021 g. 3 etaj
Vitosa, Sofia",3,150,Tuhla,2021.0,14,0,0,280000
Lozenez,"Dvustaen apartament v Lozenez
Lozenez, Sofia",2,71,Tuhla,2005.0,14,0,0,193000
Banisora,"Dvustaen apartament v Banisora
Banisora, Sofia",2,55,Tuhla,1990.0,14,0,1,150000
Razsadnika,"Garsionera v Razsadnika
Razsadnika, Sofia",0,43,EPK/PK,1985.0,14,1,1,79900
Boana,"Dvustaen, Boana/Kinozent_ra
Boana, Sofia",2,74,Tuhla,2022.0,14,1,1,157000
Nadejda 3,"Ednostaen apartament 43 kv.m Panel 1982 g. 4 etaj
Nadejda 3, Sofia",0,43,Panel,1982.0,14,1,1,85000
Vr_bniza 2,"Dvustaen apartament
 Vr_bniza 2, Sofia",2,64,EPK/PK,1985.0,14,1,1,89990
Nadejda 3,"Dvustaen apartament 65 kv.m Panel 1977 g. 1 etaj
Nadejda 3, Sofia",2,65,Panel,1977.0,14,1,1,102000
Kr_stova Vada,"Tristaen apartament kv. Kr_stova vada
Kr_stova Vada, Sofia",3,100,Tuhla,2020.0,14,1,1,259000
Zent_r,"Dvustaen apartament gr. Sofia, Idealen zent_r
Zent_r, Sofia",2,73,Tuhla,1958.0,14,1,1,249900
Drujba 2,"Drujba-2, 1-staen s Akt-14, prodava
 Drujba 2, Sofia",0,45,Tuhla,2024.0,14,1,1,74580
Drujba 2,"Drujba-2, 2-st., nov proekt do Metroto
Drujba 2, Sofia",2,58,Tuhla,2025.0,14,1,1,87184
Drujba 2,"Golam 1-st., pred Akt-16, Drujba-2
 Drujba 2, Sofia",0,64,Tuhla,2023.0,14,1,1,95880
Drujba 1,"Drujba-1, 3-staen, prodava
 Drujba 1, Sofia",3,142,Tuhla,2024.0,14,1,1,113200
Kr_stova Vada,"Tristaen apartament v Kr_stova vada. Top lokazia!
Kr_stova Vada, Sofia",3,116,Tuhla,2025.0,14,1,1,252000
Strelbise,"Tristaen apartament kv. Strelbise
Strelbise, Sofia",3,100,EPK/PK,1985.0,14,1,1,188000
Lagera,"Cetiristaen apartament v Lagera
Lagera, Sofia",3,210,Tuhla,2015.0,14,1,1,330000
Banisora,"Tristaen apartament v Banisora
Banisora, Sofia",3,92,EPK/PK,1985.0,14,1,1,149000
Kr_stova Vada,"2-staen apartament v Kr_stova vada - v butikova sgrada do MOL Paradajz, Ujen park
Kr_stova Vada, Sofia",2,106,Tuhla,2024.0,14,1,1,146900
Kr_stova Vada,"V neposredstvena blizost do Ujnia park, Mol Paradajs zent_r i metrostanzia Vitosa
Kr_stova Vada, Sofia",2,72,Tuhla,2023.0,14,1,1,127300
Kr_stova Vada,"V neposredstvena blizost do Ujnia park, Mol Paradajs zent_r i metrostanzia Vitosa
Kr_stova Vada, Sofia",3,114,Tuhla,2023.0,14,1,1,157900
Mladost 2,"Prostorna Garsoniera s Izlojenie na Iztok v ”Mladost 2”, Sofia Investizionen Obekt
 Mladost 2, Sofia",2,47,Panel,1979.0,14,1,1,98000
Mladost 2,"Prodava 1-staen v j.k. Mladost 2, panelen
 Mladost 2, Sofia",0,47,Panel,1976.0,14,1,1,78000
Lagera,"3-staen Lagera
Lagera, Sofia",3,105,EPK/PK,2002.0,14,1,1,189800
Lozenez,"Etaj ot k_sa Lozenez
Lozenez, Sofia",3,100,Tuhla,1958.0,15,0,0,249800
Suhata reka,"Atelie s akt 16 do ul. Cerkovna
Suhata reka, Sofia",0,43,Tuhla,2021.0,15,0,1,81999
Avorov,"Tristaen Avorov Luks
 Avorov, Sofia",3,127,Tuhla,2006.0,15,0,1,395450
Malinova Dolina,"180 500E-kv. Malinova Dolina-Studentski grad, posledni tristajni apartamenti pred Akt 16
Malinova Dolina, Sofia",3,143,Tuhla,2023.0,15,1,1,180500
Studentski Grad,"174 300E-kv. Malinova Dolina, do NSA, panoramen tristaen apartament pred Akt 16, izgodno
Studentski Grad, Sofia",3,185,Tuhla,2023.0,15,1,1,174300
Strelbise,"Tristaen apartament 89 kv.m Panel 1980 g. 1 etaj
Strelbise, Sofia",3,89,Panel,1980.0,15,1,1,179900
B_kston,"dvustaen apartament v gr. Sofia, kv. B_kston
B_kston, Sofia",2,65,Tuhla,2023.0,15,1,1,117000
Nadejda 3,"Apartament - Za prodajba Nadejda
Nadejda 3, Sofia",2,55,Tuhla,2018.0,15,1,1,88000
B_kston,"cetiristaen apartament v gr. Sofia, kv. B_kston
B_kston, Sofia",4,154,Tuhla,2023.0,15,1,1,277200
B_kston,"dvustaen apartament v gr. Sofia, kv. B_kston
B_kston, Sofia",2,87,Tuhla,2023.0,15,1,1,156600
Nadejda 3,"2-staen apartament Nadejda 3
Nadejda 3, Sofia",2,61,Panel,1983.0,15,1,1,95000
Ovca Kupel,"Dvustaen apartament za prodajba v kv. Ovca kupel, bul. Zar Boris III
Ovca Kupel, Sofia",2,65,Tuhla,2023.0,15,1,1,119999
Ovca Kupel,"Tristaen apartament za prodajba v Ovca kupel
Ovca Kupel, Sofia",3,89,Tuhla,2022.0,15,1,1,185000
Ovca Kupel,"AKT 14! Mnogostaen apartament Ovca kupel
Ovca Kupel, Sofia",4,181,Tuhla,2023.0,15,1,1,255000
Vitosa,"Licna oferta! Perfekten tristaen apartament v luksozna nova sgrada i top lokazia v kv. ”Vitosa”! V p..
Vitosa, Sofia",3,83,Tuhla,2021.0,15,1,1,163800
Oborise,"Prodavam dvustaen do Parka Zaimov
 Oborise, Sofia",2,66,Tuhla,2009.0,15,1,1,170000
Vitosa,"369 000E- kv. Vitosa, tristaen dizajnerski obzaveden apartament
Vitosa, Sofia",3,186,Tuhla,2016.0,15,1,1,369000
Zent_r,"ZENT_R, 3st. NT A16 -2010 g., polusuteren, 80 kv., ul. Rodopi, zena 95000 E
Zent_r, Sofia",3,80,Tuhla,2010.0,15,1,1,95000
Drujba 2,"Cetiristaen apartament za prodajba j.k. Drujba gr. Sofia
Drujba 2, Sofia",4,159,Tuhla,2010.0,15,1,1,269000
Zent_r,"Dvustaen apartament sled remont do park V_zrajdane
Zent_r, Sofia",2,68,Tuhla,1943.0,15,1,1,133000
Krasna Polana,"Prodava cetiristaen apartament v kv. ”Krasna polana”
Krasna Polana, Sofia",4,122,Tuhla,2026.0,15,1,1,170898
Kr_stova Vada,"Prodava tristaen apartament v eliten kompleks
Kr_stova Vada, Sofia",3,133,Tuhla,2024.0,15,1,1,256474
Krasna Polana,"Prodavam tristaen apartament v kv. ”Krasna polana”
Krasna Polana, Sofia",3,101,Tuhla,2026.0,15,1,1,121536
Kr_stova Vada,"Prodava luksozen mnogostaen apartament na dve niva
Kr_stova Vada, Sofia",4,234,Tuhla,2024.0,15,1,1,464845
Zona B19,"Prodava 2 Atelieta
 Zona B19, Sofia",0,204,Tuhla,2009.0,16,0,1,467160
Zaharna Fabrika,"OT SOBSTVENIK!!! ujen, tuhlen, panoramen, remontiran.
 Zaharna Fabrika, Sofia",3,62,Tuhla,1972.0,16,0,1,115000
Oborise,"226 300E-kv. Oborise, novi tristajni i mnogostajni v stroej, metro, park Zaimov
Oborise, Sofia",3,91,Tuhla,2021.0,16,0,1,226300
Lagera,"Prodavam tristaen apartament
Lagera, Sofia",3,70,Tuhla,1994.0,16,1,1,192000
Malinova Dolina,"Ednostaen apartament v Malinova dolina
Malinova Dolina, Sofia",0,36,Tuhla,2023.0,16,1,1,45000
Lulin 8,"Jilise dve niva - Lulin 8
Lulin 8, Sofia",0,32,Tuhla,2015.0,16,1,1,54000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 70 kv.m., 108000 €
Malinova Dolina, Sofia",2,70,Tuhla,2023.0,16,1,1,108000
